PLEKHG5	NM_020631.5	NM_020631	7.6	NM_020631.5:386;NM_020631.6:51;NM_001042664.1:6;NM_148965.1:4;NM_001265594.2:2;NM_198681.4:2;NM_001265593.1:2;NM_198681.3:1;NM_003790.3:1
SCN9A	NM_001365536.1	NM_001365536	184.0	NM_001365536.1:920;NM_002977.3:5
TFG	NM_006070.6	NM_006070	115.0	NM_006070.6:115;NM_001007565.2:1
RETREG1	NM_001034850.2	NM_001034850	185.0	NM_001034850.2:185;NM_019000.4:1
LRSAM1	NM_138361.5	NM_138361	181.5	NM_138361.5:363;NM_001005373.3:2;NM_001190723.3:1
SPTLC1	NM_006415.4	NM_006415	165.0	NM_006415.4:165
MVK	NM_000431.4	NM_000431	37.3	NM_000431.4:224;NM_000431.3:6
HSPB8	NM_014365.2	NM_014365	3.5	NM_014365.2:74;NM_014365.3:21
TNFRSF1A	NM_001065.4	NM_001065	5.2	NM_001065.4:181;NM_001065.3:35
GAN	NM_022041.3	NM_022041	5.3	NM_022041.3:298;NM_022041.4:56
JAG1	NM_000214.3	NM_000214	552.0	NM_000214.3:552;NM_000214.2:1
RANGRF	NM_016492.5	NM_016492	39.0	NM_016492.5:39
LPIN2	NM_014646.2	NM_014646	366.0	NM_014646.2:366;NM_001375808.1:1
DNMT1	NM_001130823.3	NM_001130823	221.5	NM_001130823.3:443;NM_001130823.2:2
ATP7A	NM_000052.7	NM_000052	402.0	NM_000052.7:402
FH	NM_000143.3	NM_000143	3.1	NM_000143.3:546;NM_000143.4:179
TOE1	NM_025077.4	NM_025077	103.0	NM_025077.4:103
PTCH2	NM_003738.5	NM_003738	224.0	NM_003738.5:224
TMEM127	NM_017849.3	NM_017849	2.2	NM_017849.3:244;NM_017849.4:109;NM_001193304.3:5
SCN3A	NM_006922.4	NM_006922	311.0	NM_006922.4:311
SDHAF2	NM_017841.2	NM_017841	2.0	NM_017841.2:123;NM_017841.4:61
MAX	NM_002382.5	NM_002382	177.0	NM_002382.5:177
RAI1	NM_030665.4	NM_030665	252.0	NM_030665.4:252
RAD51D	NM_002878.3	NM_002878	10.2	NM_002878.3:816;NM_133629.3:80;NM_001142571.2:8
NDUFS2	NM_004550.4	NM_004550	31.3	NM_004550.4:94;NM_001166159.1:3
UNC93B1	NM_030930.4	NM_030930	93.0	NM_030930.4:93
LAMA1	NM_005559.4	NM_005559	225.0	NM_005559.4:225
CYC1	NM_001916.5	NM_001916	20.0	NM_001916.5:20
MT-ND5	NC_012920.1	NC_012920	300.0	NC_012920.1:300
RAB3GAP2	NM_012414.4	NM_012414	126.0	NM_012414.4:252;NM_012414.3:2
SLC34A1	NM_003052.5	NM_003052	84.0	NM_003052.5:84
TRNT1	NM_182916.3	NM_182916	127.0	NM_182916.3:127
NAPB	NM_001283018.1	NM_001283018	2.0	NM_001283018.1:2;NM_022080.3:1
PCSK9	NM_174936.3	NM_174936	1.1	NM_174936.3:356;NM_174936.4:337
MT-TG	NC_012920.1	NC_012920	30.0	NC_012920.1:30
MT-ND1	NC_012920.1	NC_012920	171.0	NC_012920.1:171
MT-TI	NC_012920.1	NC_012920	27.0	NC_012920.1:27
MT-TQ	NC_012920.1	NC_012920	27.0	NC_012920.1:27
DLL1	NM_005618.4	NM_005618	56.0	NM_005618.4:56
NPC1	NM_000271.5	NM_000271	159.8	NM_000271.5:639;NM_000271.4:4
ADIPOQ	NM_004797.4	NM_004797	7.0	NM_004797.4:7;NM_001177800.1:1
MCM2	NM_004526.4	NM_004526	39.0	NM_004526.4:39
CD164	NM_006016.6	NM_006016	10.0	NM_006016.6:10
TTC8	NM_144596.4	NM_144596	9.1	NM_144596.4:73;NM_198309.3:8;NM_144596.3:5
NIN	NM_020921.3	NM_020921	12.5	NM_020921.3:100;NM_016350.4:8
TPM3	NM_152263.4	NM_152263	204.0	NM_152263.4:204
CDC14A	NM_003672.4	NM_003672	37.0	NM_003672.4:37
DMXL2	NM_001174116.2	NM_001174116	7.2	NM_001174116.2:65;NM_015263.4:9;NM_001174117.2:2;NM_001378457.1:1
NANS	NM_018946.4	NM_018946	26.0	NM_018946.4:26
LEMD2	NM_181336.4	NM_181336	6.0	NM_181336.4:6
PKD1L1	NM_138295.4	NM_138295	75.0	NM_138295.4:75
KRT5	NM_000424.4	NM_000424	69.3	NM_000424.4:208;NM_000424.3:3
MT-CO3	NC_012920.1	NC_012920	161.0	NC_012920.1:161
SLC17A5	NM_012434.5	NM_012434	160.0	NM_012434.5:160;NM_012434.4:1
GLI3	NM_000168.6	NM_000168	480.0	NM_000168.6:480;NM_000168.5:1
RBBP8	NM_002894.3	NM_002894	100.0	NM_002894.3:100;NM_002894.2:1
SLC6A19	NM_001003841.3	NM_001003841	63.0	NM_001003841.3:63
ADAMTS10	NM_030957.4	NM_030957	155.0	NM_030957.4:155;NM_030957.3:1
CLPB	NM_001258392.3	NM_001258392	177.0	NM_001258392.3:177
ALG12	NM_024105.4	NM_024105	131.0	NM_024105.4:131
ZNF469	NM_001367624.1	NM_001367624	11.9	NM_001367624.1:512;NM_001367624.2:43;NM_001127464.2:6
IL12RB1	NM_005535.3	NM_005535	159.0	NM_005535.3:159
ARHGAP31	NM_020754.4	NM_020754	182.0	NM_020754.4:182
MT-ATP6	NC_012920.1	NC_012920	287.0	NC_012920.1:287
COG7	NM_153603.4	NM_153603	125.0	NM_153603.4:125
COG8	NM_032382.4	NM_032382	1.7	NM_032382.4:49;NM_032382.5:29;NM_001199434.1:1
BICD2	NM_001003800.2	NM_001003800	264.0	NM_001003800.2:264
CYP11B2	NM_000498.3	NM_000498	160.0	NM_000498.3:160
FLRT3	NM_198391.3	NM_198391	15.0	NM_198391.3:15
PNKP	NM_007254.4	NM_007254	458.0	NM_007254.4:458
DDC	NM_001082971.2	NM_001082971	92.0	NM_001082971.2:92
HLCS	NM_000411.8	NM_000411	96.0	NM_000411.8:288;NM_000411.7:3
COX10	NM_001303.4	NM_001303	42.3	NM_001303.4:127;NM_001303.3:3
ERCC6L2	NM_020207.7	NM_020207	4.2	NM_020207.7:21;NM_020207.5:5
AMACR	NM_014324.6	NM_014324	57.0	NM_014324.6:114;NM_014324.5:2
MT-RNR2	NC_012920.1	NC_012920	7.0	NC_012920.1:7
TWIST1	NM_000474.4	NM_000474	63.0	NM_000474.4:63
PLA2G6	NM_003560.4	NM_003560	246.0	NM_003560.4:246
MYD88	NM_002468.5	NM_002468	31.0	NM_002468.5:31
HPD	NM_002150.3	NM_002150	33.5	NM_002150.3:67;NM_001171993.1:2
CHRNG	NM_005199.5	NM_005199	123.0	NM_005199.5:123
CPS1	NM_001875.5	NM_001875	127.3	NM_001875.5:382;NM_001122633.3:3;NM_001875.4:1
AARS2	NM_020745.4	NM_020745	249.0	NM_020745.4:249;NM_020745.3:1
ATP6V0A2	NM_012463.4	NM_012463	88.0	NM_012463.4:264;NM_012463.3:3
DNAJC19	NM_145261.4	NM_145261	37.0	NM_145261.4:37
MT-CO2	NC_012920.1	NC_012920	116.0	NC_012920.1:116
SGCE	NM_003919.3	NM_003919	62.3	NM_003919.3:187;NM_003919.2:3
NHEJ1	NM_024782.2	NM_024782	6.3	NM_024782.2:38;NM_024782.3:6
SUCLG1	NM_003849.4	NM_003849	10.0	NM_003849.4:90;NM_003849.3:9
NSD1	NM_022455.4	NM_022455	22.4	NM_022455.4:762;NM_172349.2:34;NM_022455.5:34
RAG1	NM_000448.2	NM_000448	2.5	NM_000448.2:196;NM_000448.3:80
GPR34	NM_001097579.2	NM_001097579	2.0	NM_001097579.2:2
RAPSN	NM_005055.5	NM_005055	34.0	NM_005055.5:170;NM_005055.4:5
ETFDH	NM_004453.4	NM_004453	64.7	NM_004453.4:194;NM_001281737.1:3
ABCA12	NM_173076.3	NM_173076	263.0	NM_173076.3:263
CPT1A	NM_001876.4	NM_001876	205.0	NM_001876.4:205;NM_001031847.2:1
ASXL1	NM_015338.5	NM_015338	2.3	NM_015338.5:147;NM_015338.6:64;NM_001164603.1:18;NM_001363734.1:9
MT-ND4	NC_012920.1	NC_012920	129.0	NC_012920.1:129
SP110	NM_004509.4	NM_004509	2.0	NM_004509.4:96;NM_080424.4:49;NM_080424.2:1
ACE	NM_000789.4	NM_000789	209.0	NM_000789.4:209;NM_000789.3:1
B4GALNT1	NM_001478.5	NM_001478	75.0	NM_001478.5:75
SPTA1	NM_003126.4	NM_003126	338.0	NM_003126.4:338;NM_003126.2:1
ADAR	NM_001111.5	NM_001111	272.0	NM_001111.5:272
BCAP31	NM_001256447.2	NM_001256447	21.0	NM_001256447.2:21
EARS2	NM_001083614.2	NM_001083614	45.7	NM_001083614.2:137;NM_001308211.1:3;NM_001083614.1:1
RAB27A	NM_183235.3	NM_183235	137.0	NM_183235.3:137;NM_183235.2:1
STIM1	NM_003156.3	NM_003156	57.3	NM_003156.3:172;NM_001277961.1:3;NM_001277962.2:1
ZEB2	NM_014795.4	NM_014795	596.0	NM_014795.4:596;NM_014795.3:1
CLCNKB	NM_000085.4	NM_000085	1.6	NM_000085.4:58;NM_000085.5:37
SCARB2	NM_005506.4	NM_005506	188.0	NM_005506.4:188
SGSH	NM_000199.5	NM_000199	276.0	NM_000199.5:276;NM_000199.3:1
MT-TS2	NC_012920.1	NC_012920	25.0	NC_012920.1:25
SLC25A20	NM_000387.6	NM_000387	26.7	NM_000387.6:80;NM_000387.5:3
MT-CYB	NC_012920.1	NC_012920	312.0	NC_012920.1:312
PEX5	NM_001131025.1	NM_001131025	1.6	NM_001131025.1:95;NM_001351132.2:59;NM_000319.4:38;NM_001131023.1:9;NM_001131024.1:5;NM_001131026.2:4;NM_001351136.1:1
ALG11	NM_001004127.3	NM_001004127	78.0	NM_001004127.3:78;NM_021645.6:1;NM_001004127.2:1;NM_000053.4:1;NM_001243182.1:1
KCNH1	NM_172362.3	NM_172362	64.0	NM_172362.3:64
PLCB1	NM_015192.4	NM_015192	339.0	NM_015192.4:339;NM_182734.2:1
NLRP14	NM_176822.3	NM_176822	5.0	NM_176822.3:15;NM_176822.4:3
TREM2	NM_018965.3	NM_018965	2.8	NM_018965.3:36;NM_018965.4:13
CDT1	NM_030928.4	NM_030928	83.0	NM_030928.4:83
ABAT	NM_020686.6	NM_020686	260.0	NM_020686.6:260;NM_020686.5:1
CFP	NM_001145252.3	NM_001145252	19.0	NM_001145252.3:19
SERPINI1	NM_005025.4	NM_005025	4.9	NM_005025.4:68;NM_001122752.2:14;NM_001122752.1:1
ABCB11	NM_003742.4	NM_003742	423.0	NM_003742.4:423
ALG3	NM_005787.6	NM_005787	26.3	NM_005787.6:79;NM_001006941.2:3;NM_032331.4:1
ALG9	NM_024740.2	NM_024740	143.0	NM_024740.2:143
CNGB1	NM_001297.5	NM_001297	63.2	NM_001297.5:316;NM_001297.4:5
MT-ND2	NC_012920.1	NC_012920	174.0	NC_012920.1:174
ACOX1	NM_004035.7	NM_004035	222.0	NM_004035.7:222;NM_004035.6:1
TCIRG1	NM_006019.4	NM_006019	263.0	NM_006019.4:263;NM_006019.3:1
CEP164	NM_014956.5	NM_014956	154.0	NM_014956.5:154
MGME1	NM_052865.4	NM_052865	24.0	NM_052865.4:24
B4GALT1	NM_001497.3	NM_001497	95.0	NM_001497.3:95
SBF1	NM_002972.4	NM_002972	176.0	NM_002972.4:176
CDAN1	NM_138477.4	NM_138477	180.0	NM_138477.4:180;NM_138477.2:1
FAM20C	NM_020223.4	NM_020223	67.0	NM_020223.4:67
SLC46A1	NM_080669.6	NM_080669	153.0	NM_080669.6:153
PET100	NM_001171155.2	NM_001171155	14.0	NM_001171155.2:14
FOXP2	NM_014491.4	NM_014491	92.5	NM_014491.4:185;NM_014491.3:2
B4GAT1	NM_006876.3	NM_006876	68.0	NM_006876.3:68
LTBP3	NM_001130144.2	NM_001130144	2.8	NM_001130144.2:53;NM_021070.4:19;NM_001164266.1:5
CAMTA1	NM_015215.4	NM_015215	132.0	NM_015215.4:132
MT-ND3	NC_012920.1	NC_012920	42.0	NC_012920.1:42
DPM1	NM_003859.2	NM_003859	4.7	NM_003859.2:75;NM_003859.3:16;NM_001317036.1:1
DPYD	NM_000110.4	NM_000110	1.1	NM_000110.4:114;NM_000110.3:106;NM_001160301.1:22
POLR3A	NM_007055.4	NM_007055	289.0	NM_007055.4:289
MYT1L	NM_001303052.2	NM_001303052	69.0	NM_001303052.2:69
ARSL	NM_000047.2	NM_000047	2.2	NM_000047.2:58;NM_000047.3:26;NM_001282631.2:1
COA8	NM_001370595.1	NM_001370595	4.5	NM_001370595.1:18;NM_001302652.2:4;NM_032374.4:2;NM_001302653.2:1;NM_001370595.2:1
MT-TW	NC_012920.1	NC_012920	37.0	NC_012920.1:37
SKIV2L	NM_006929.5	NM_006929	23.8	NM_006929.5:95;NM_006929.4:4
ASPA	NM_000049.3	NM_000049	1.4	NM_000049.3:54;NM_000049.4:40;NM_001321336.1:23
GSS	NM_000178.4	NM_000178	69.0	NM_000178.4:69
BRWD3	NM_153252.5	NM_153252	189.0	NM_153252.5:189;NM_153252.4:1
CD19	NM_001770.5	NM_001770	1.2	NM_001770.5:35;NM_001770.6:30;NM_001178098.2:5
NOP10	NM_018648.3	NM_018648	2.8	NM_018648.3:22;NM_018648.4:8;NM_001365088.1:1;NM_001284292.2:1
TMPRSS6	NM_153609.3	NM_153609	1.4	NM_153609.3:72;NM_001374504.1:50;NM_001289000.2:1
LIFR	NM_001127671.2	NM_001127671	49.2	NM_001127671.2:295;NM_002310.6:6
EFNB1	NM_004429.4	NM_004429	10.2	NM_004429.4:41;NM_004429.5:4
DSG4	NM_177986.5	NM_177986	110.0	NM_177986.5:110
DCLRE1C	NM_001033855.3	NM_001033855	241.0	NM_001033855.3:241
KIF11	NM_004523.4	NM_004523	116.0	NM_004523.4:116
RIPK4	NM_020639.3	NM_020639	146.0	NM_020639.3:146;NM_020639.2:1
KMT2D	NM_003482.3	NM_003482	13.2	NM_003482.3:1162;NM_003482.4:88
MTM1	NM_000252.2	NM_000252	5.3	NM_000252.2:235;NM_000252.3:44
COL4A1	NM_001845.6	NM_001845	61.8	NM_001845.6:371;NM_001846.4:6;NM_001845.5:1
ANK1	NM_000037.4	NM_000037	167.0	NM_000037.4:334;NM_001142446.2:2
AGRN	NM_198576.4	NM_198576	684.0	NM_198576.4:684
FGA	NM_021871.4	NM_021871	5.7	NM_021871.4:57;NM_000508.3:10;NM_000508.5:6;NM_021871.3:1
DKC1	NM_001363.5	NM_001363	103.0	NM_001363.5:103;NM_001363.4:1
NIPBL	NM_133433.4	NM_133433	703.0	NM_133433.4:703
SETBP1	NM_015559.3	NM_015559	232.0	NM_015559.3:232
HEXB	NM_000521.4	NM_000521	21.0	NM_000521.4:168;NM_001292004.1:8;NM_032380.5:3;NM_000521.3:1
FREM2	NM_207361.6	NM_207361	469.0	NM_207361.6:469;NM_207361.5:1
HIBCH	NM_014362.4	NM_014362	60.0	NM_014362.4:60
IARS2	NM_018060.4	NM_018060	85.0	NM_018060.4:85
GLB1	NM_000404.4	NM_000404	267.0	NM_000404.4:267;NM_001135602.2:1
GCSH	NM_004483.5	NM_004483	6.4	NM_004483.5:32;NM_004483.4:5
CACNA1A	NM_001127221.1	NM_001127221	3.4	NM_001127221.1:907;NM_000068.4:268;NM_001127222.2:24;NM_023035.3:23
AMT	NM_000481.4	NM_000481	10.5	NM_000481.4:147;NM_000481.3:14;NM_032316.3:10
CEP41	NM_018718.3	NM_018718	34.8	NM_018718.3:174;NM_001257159.1:5
AVPR2	NM_000054.6	NM_000054	106.0	NM_000054.6:106;NM_001666.5:1
SPTAN1	NM_001130438.3	NM_001130438	852.0	NM_001130438.3:852;NM_001130438.2:1
GJC2	NM_020435.4	NM_020435	38.5	NM_020435.4:77;NM_020435.3:2
PNPLA6	NM_001166114.2	NM_001166114	33.7	NM_001166114.2:303;NM_006702.5:9
VWF	NM_000552.4	NM_000552	44.2	NM_000552.4:752;NM_000552.5:17
ETFA	NM_000126.4	NM_000126	93.0	NM_000126.4:93
GTF2H5	NM_207118.2	NM_207118	4.0	NM_207118.2:4
ATRIP	NM_130384.3	NM_130384	5.2	NM_130384.3:31;NM_033629.6:6
KISS1R	NM_032551.5	NM_032551	34.0	NM_032551.5:34
UBR1	NM_174916.3	NM_174916	75.0	NM_174916.3:75
CLCN7	NM_001287.6	NM_001287	213.0	NM_001287.6:213;NM_001114331.2:1
PDE4D	NM_001104631.2	NM_001104631	93.5	NM_001104631.2:187;NM_001165899.2:2
CTSD	NM_001909.5	NM_001909	281.0	NM_001909.5:281;NM_001909.4:1
MT-ATP8	NC_012920.1	NC_012920	65.0	NC_012920.1:65
CYP11B1	NM_000497.3	NM_000497	1.9	NM_000497.3:163;NM_000497.4:84;NM_001026213.1:3
COL4A2	NM_001846.4	NM_001846	281.0	NM_001846.4:281
TCF12	NM_207037.2	NM_207037	58.0	NM_207037.2:58
ALDH1A3	NM_000693.4	NM_000693	45.0	NM_000693.4:45
AIRE	NM_000383.4	NM_000383	143.0	NM_000383.4:286;NM_000383.3:2
C2CD3	NM_015531.6	NM_015531	10.7	NM_015531.6:96;NM_001286577.1:9;NM_001286577.2:1
TUBA8	NM_018943.3	NM_018943	36.0	NM_018943.3:36
COMP	NM_000095.3	NM_000095	81.0	NM_000095.3:162;NM_000095.2:2
BTK	NM_000061.2	NM_000061	3.2	NM_000061.2:162;NM_000061.3:51;NM_001287345.1:7;NM_001287344.1:4
RB1	NM_000321.2	NM_000321	3.6	NM_000321.2:771;NM_000321.3:216
GDF6	NM_001001557.4	NM_001001557	121.0	NM_001001557.4:121;NM_001001557.3:1
DOCK6	NM_020812.4	NM_020812	184.0	NM_020812.4:184
MYO5A	NM_000259.3	NM_000259	93.0	NM_000259.3:93
NAGLU	NM_000263.4	NM_000263	21.8	NM_000263.4:240;NM_000263.3:11
TTC37	NM_014639.3	NM_014639	1.2	NM_014639.3:51;NM_014639.4:42
EIF2B4	NM_015636.3	NM_015636	1.7	NM_015636.3:41;NM_001034116.2:24;NM_001034116.1:4;NM_001318968.1:1
BBS2	NM_031885.4	NM_031885	4.6	NM_031885.4:169;NM_031885.5:37;NM_031885.3:10
CBS	NM_000071.2	NM_000071	4.9	NM_000071.2:405;NM_000071.3:82;NM_001178008.2:3;NM_001178009.3:2
COQ6	NM_182476.3	NM_182476	19.0	NM_182476.3:57;NM_182480.2:3;NM_152445.3:2
HADHA	NM_000182.5	NM_000182	88.7	NM_000182.5:266;NM_001281512.1:3;NM_000182.4:2
ECEL1	NM_004826.4	NM_004826	74.0	NM_004826.4:74
INPPL1	NM_001567.4	NM_001567	52.0	NM_001567.4:52
MYH3	NM_002470.4	NM_002470	288.0	NM_002470.4:288;NM_002470.3:1
KCTD1	NM_001142730.3	NM_001142730	14.0	NM_001142730.3:14
CUL4B	NM_003588.3	NM_003588	7.4	NM_003588.3:67;NM_001079872.2:9;NM_001079872.1:5
IL1RAPL1	NM_014271.4	NM_014271	56.0	NM_014271.4:56
PQBP1	NM_005710.2	NM_005710	4.8	NM_005710.2:43;NM_001032382.2:9;NM_144495.2:3
KDM5C	NM_004187.5	NM_004187	6.5	NM_004187.5:142;NM_004187.4:22;NM_001146702.1:3;NM_001353979.2:2
PHF8	NM_015107.3	NM_015107	59.0	NM_015107.3:59;NM_001184896.1:1
NLGN3	NM_181303.2	NM_181303	43.0	NM_181303.2:43
PDE8B	NM_003719.4	NM_003719	1.5	NM_003719.4:69;NM_003719.5:45;NM_001349750.2:2;NM_001029851.3:1
ACTN4	NM_004924.6	NM_004924	59.0	NM_004924.6:59;NM_004924.5:1
TBX5	NM_000192.3	NM_000192	4.0	NM_000192.3:217;NM_181486.4:54;NM_080717.3:3
CDK13	NM_003718.5	NM_003718	80.0	NM_003718.5:80
KMT5B	NM_017635.5	NM_017635	26.0	NM_017635.5:26
MAST1	NM_014975.3	NM_014975	8.0	NM_014975.3:8
WDFY3	NM_014991.5	NM_014991	7.5	NM_014991.5:15;NM_014991.6:2;NM_014991.4:1
PREX2	NM_024870.4	NM_024870	13.0	NM_024870.4:13
SOX9	NM_000346.4	NM_000346	157.0	NM_000346.4:157
IGLL1	NM_020070.4	NM_020070	66.0	NM_020070.4:66
RASGRP3	NM_001139488.2	NM_001139488	3.0	NM_001139488.2:3;NM_170672.3:1
TSPAN12	NM_012338.4	NM_012338	69.0	NM_012338.4:69
OTC	NM_000531.6	NM_000531	45.0	NM_000531.6:450;NM_000531.5:10
SLC22A5	NM_003060.4	NM_003060	416.0	NM_003060.4:416;NM_003060.3:1
CNTNAP1	NM_003632.3	NM_003632	63.0	NM_003632.3:63
TMEM126B	NM_018480.5	NM_018480	5.0	NM_018480.5:5;NM_001350393.1:1;NM_018480.7:1
TELO2	NM_016111.4	NM_016111	64.0	NM_016111.4:64
MECP2	NM_001110792.2	NM_001110792	9.1	NM_001110792.2:798;NM_004992.3:88;NM_001110792.1:2;NM_004992.4:1
ATP6AP1	NM_001183.6	NM_001183	21.0	NM_001183.6:21
TUBB2B	NM_178012.5	NM_178012	60.0	NM_178012.5:60
KCNT2	NM_198503.5	NM_198503	9.0	NM_198503.5:9
RPE65	NM_000329.3	NM_000329	249.0	NM_000329.3:249;NM_000329.2:1
MERTK	NM_006343.3	NM_006343	187.0	NM_006343.3:187
CERKL	NM_201548.5	NM_201548	90.0	NM_201548.5:180;NM_000885.6:2
FAM161A	NM_001201543.2	NM_001201543	151.0	NM_001201543.2:151;NM_032180.2:1
SNRNP200	NM_014014.5	NM_014014	211.0	NM_014014.5:211;NM_014014.4:1
CNGA3	NM_001298.3	NM_001298	23.8	NM_001298.3:190;NM_001298.2:8;NM_001079878.2:1
IMPG2	NM_016247.4	NM_016247	274.0	NM_016247.4:274
BBS7	NM_176824.3	NM_176824	121.0	NM_176824.3:121
PROM1	NM_006017.3	NM_006017	240.0	NM_006017.3:240
LCA5	NM_001122769.3	NM_001122769	192.0	NM_001122769.3:192
CDHR1	NM_033100.4	NM_033100	260.0	NM_033100.4:260;NM_001171971.3:1
PDE6C	NM_006204.4	NM_006204	169.0	NM_006204.4:169
RDH5	NM_002905.4	NM_002905	1.2	NM_002905.4:31;NM_002905.5:25;NM_001199771.2:3
RDH12	NM_152443.3	NM_152443	133.0	NM_152443.3:133
SPATA7	NM_018418.5	NM_018418	100.0	NM_018418.5:100;NM_018418.4:1
NR2E3	NM_014249.4	NM_014249	177.0	NM_014249.4:177
BBS4	NM_033028.5	NM_033028	74.0	NM_033028.5:148;NM_001252678.1:2
GUCY2D	NM_000180.4	NM_000180	126.5	NM_000180.4:253;NM_000180.3:2
RP2	NM_006915.3	NM_006915	56.5	NM_006915.3:113;NM_006915.2:2
CTRC	NM_007272.3	NM_007272	131.0	NM_007272.3:131;NM_007272.2:1
KCNJ10	NM_002241.5	NM_002241	101.5	NM_002241.5:203;NM_002241.4:2
LEFTY2	NM_003240.5	NM_003240	34.5	NM_003240.5:69;NM_001172425.2:2
RPL11	NM_000975.5	NM_000975	45.0	NM_000975.5:45;NM_001199802.1:1
LDLRAP1	NM_015627.2	NM_015627	1.5	NM_015627.2:92;NM_015627.3:63
MPL	NM_005373.2	NM_005373	2.2	NM_005373.2:115;NM_005373.3:52
ST3GAL3	NM_006279.5	NM_006279	99.0	NM_006279.5:99
RPL5	NM_000969.5	NM_000969	82.0	NM_000969.5:82
MBD5	NM_018328.4	NM_018328	7.0	NM_018328.4:448;NM_001378120.1:64;NM_181742.3:3
SLC25A12	NM_003705.5	NM_003705	61.5	NM_003705.5:123;NM_003705.4:2
DIS3L2	NM_152383.5	NM_152383	4.1	NM_152383.5:567;NM_152383.4:139;NM_001257281.2:1
SLC40A1	NM_014585.5	NM_014585	2.1	NM_014585.5:67;NM_014585.6:32
PNKD	NM_015488.5	NM_015488	42.8	NM_015488.5:171;NM_015488.4:4
DRC1	NM_145038.5	NM_145038	127.0	NM_145038.5:127
CALM2	NM_001743.6	NM_001743	47.0	NM_001743.6:47
ST3GAL5	NM_003896.4	NM_003896	23.8	NM_003896.4:119;NM_001363847.1:5;NM_003896.3:2
CASR	NM_000388.4	NM_000388	830.0	NM_000388.4:830
SPINK1	NM_003122.4	NM_003122	12.4	NM_003122.4:62;NM_001379610.1:5;NM_003122.5:1
SLC33A1	NM_004733.4	NM_004733	69.0	NM_004733.4:69
TERC	NR_001566.1	NR_001566	59.5	NR_001566.1:119;NM_004991.4:2
ACVR2B	NM_001106.4	NM_001106	264.0	NM_001106.4:264
QARS1	NM_005051.3	NM_005051	264.0	NM_005051.3:264;NM_005051.2:1
ZMYND10	NM_015896.4	NM_015896	68.0	NM_015896.4:68
CRELD1	NM_001077415.3	NM_001077415	44.0	NM_001077415.3:44
CYP2U1	NM_183075.3	NM_183075	64.0	NM_183075.3:64
MFSD8	NM_152778.3	NM_152778	2.5	NM_152778.3:205;NM_001371596.2:81
CC2D2A	NM_001080522.2	NM_001080522	9.9	NM_001080522.2:414;NM_001378615.1:42;NM_020785.2:19
CCT5	NM_012073.5	NM_012073	67.0	NM_012073.5:134;NM_001306153.1:2
HAND1	NM_004821.3	NM_004821	10.0	NM_004821.3:10
NHP2	NM_017838.3	NM_017838	2.5	NM_017838.3:27;NM_022762.5:11;NM_017838.4:9;NM_001034833.1:2
HCN1	NM_021072.4	NM_021072	198.0	NM_021072.4:198
MCIDAS	NM_001190787.2	NM_001190787	1.4	NM_001190787.2:26;NM_001190787.3:19
CCNO	NM_021147.5	NM_021147	73.0	NM_021147.5:73
RASA1	NM_002890.3	NM_002890	244.0	NM_002890.3:244;NM_002890.2:1
GJA1	NM_000165.5	NM_000165	117.0	NM_000165.5:117
EPM2A	NM_005670.4	NM_005670	40.0	NM_005670.4:160;NM_001360064.2:4
PRKN	NM_004562.3	NM_004562	194.0	NM_004562.3:194;NM_152410.2:1
MTO1	NM_012123.4	NM_012123	114.0	NM_012123.4:114
CNTNAP2	NM_014141.6	NM_014141	69.1	NM_014141.6:829;NM_014141.5:12
EZH2	NM_004456.4	NM_004456	3.0	NM_004456.4:120;NM_004456.5:40;NM_152998.3:3
DNAAF5	NM_017802.4	NM_017802	198.0	NM_017802.4:198
KPNA7	NM_001145715.2	NM_001145715	7.9	NM_001145715.2:95;NM_001145715.3:12
ZFPM2	NM_012082.4	NM_012082	88.0	NM_012082.4:88
KCNQ3	NM_004519.4	NM_004519	598.0	NM_004519.4:598
WRN	NM_000553.6	NM_000553	83.8	NM_000553.6:1090;NM_000553.4:13;NM_000553.5:3;NM_001015508.3:1
ERLIN2	NM_007175.8	NM_007175	50.0	NM_007175.8:50
STXBP1	NM_003165.4	NM_003165	4.5	NM_003165.4:365;NM_001032221.6:82;NM_001032221.4:6;NM_001374309.2:4;NM_003165.6:1
CIZ1	NM_001131016.2	NM_001131016	49.0	NM_001131016.2:49
SUFU	NM_016169.3	NM_016169	1.7	NM_016169.3:290;NM_016169.4:173;NM_001178133.2:1
NODAL	NM_018055.5	NM_018055	82.0	NM_018055.5:82
RPS24	NM_001142283.1	NM_001142283	1.6	NM_001142283.1:25;NM_033022.4:16;NM_001142285.2:4
LGI1	NM_005097.4	NM_005097	50.3	NM_005097.4:151;NM_001308275.1:3
SCN4B	NM_174934.3	NM_174934	18.0	NM_174934.3:144;NM_174934.4:8;NM_001142348.2:1
CBL	NM_005188.3	NM_005188	2.4	NM_005188.3:377;NM_005188.4:160
TH	NM_000360.4	NM_000360	142.0	NM_000360.4:284;NM_199292.2:2;NM_000360.3:1
FANCF	NM_022725.3	NM_022725	2.2	NM_022725.3:107;NM_022725.4:48
CDKN1C	NM_001122630.2	NM_001122630	370.0	NM_001122630.2:370
CEP57	NM_014679.5	NM_014679	100.0	NM_014679.5:100
CDKN1B	NM_004064.4	NM_004064	3.3	NM_004064.4:254;NM_004064.5:78
PRICKLE1	NM_153026.3	NM_153026	270.0	NM_153026.3:270
